42	1	10	1	3	13	0	1	1	3	1	0	2	1	0	32	3	26	2	16	2	1	5	2	0	4	2	2	33	47	0	1	2	51	3	10	2	14	0	37	5	0	0	5	10	2	0	3	1	4
18	1	8	1	12	13	0	1	0	0	3	1	4	0	0	34	2	18	2	16	2	0	4	3	0	1	0	2	25	26	0	0	1	21	1	8	0	13	0	28	9	0	1	0	6	0	2	0	0	0
56	1	6	0	7	15	4	3	0	6	5	1	3	0	2	54	2	29	0	24	3	3	5	0	1	1	0	6	29	38	1	4	5	39	2	8	0	7	0	39	4	0	1	2	3	0	3	0	1	2
47	0	7	0	5	23	0	2	0	0	3	1	0	1	0	26	4	19	0	19	1	2	1	3	0	6	1	1	32	34	0	1	0	43	5	11	0	13	0	29	14	1	0	4	6	0	1	0	0	1
51	0	9	0	10	19	0	5	0	7	1	2	3	0	0	48	2	23	1	19	0	4	9	0	2	6	0	3	42	50	2	0	2	44	3	11	0	16	0	41	8	1	3	0	6	0	1	2	0	0
36	0	7	0	14	19	0	1	0	3	3	1	4	0	1	40	1	28	1	24	2	2	1	0	0	2	0	3	17	32	0	1	2	38	2	13	1	15	3	39	9	1	1	0	6	0	2	4	2	0
42	0	8	0	6	13	0	0	9	6	3	6	4	1	0	41	3	33	0	23	0	1	6	0	0	2	0	1	31	47	1	3	1	48	2	5	4	10	0	43	10	0	0	0	2	0	0	1	0	0
42	0	7	2	8	15	0	4	0	8	5	1	3	3	0	38	5	24	0	20	0	3	6	2	1	1	1	3	41	38	2	2	5	40	2	7	1	11	0	42	8	0	0	1	2	2	5	1	0	0
30	0	1	1	4	13	1	1	1	2	6	1	1	0	0	30	0	18	0	12	5	0	2	0	2	3	0	1	18	30	0	1	0	16	5	3	0	7	0	32	2	0	0	1	4	3	0	1	0	0
49	1	6	1	10	12	1	2	1	12	1	1	0	0	1	42	3	20	1	18	3	4	2	0	0	1	0	0	42	49	0	1	1	53	2	7	3	18	1	50	5	0	2	1	6	3	1	0	2	0
