89	113	95	107	105	103	94	113	113	123	89	104	118	115	103	86	80	103	122	111
104	101	93	109	101	99	107	105	102	97	92	96	102	102	97	86	103	87	96	107
113	103	111	103	114	88	86	97	88	98	98	91	102	110	115	97	82	86	120	105
97	88	100	105	93	69	109	77	100	102	91	101	120	111	97	97	85	107	104	93
80	110	96	115	90	104	89	93	101	92	96	97	92	116	93	94	102	102	87	103
109	107	87	109	92	96	86	110	95	102	109	109	95	108	115	118	102	74	108	109
103	107	102	91	95	119	99	98	105	101	88	93	102	84	95	110	102	111	104	86
100	100	96	90	118	101	81	96	91	103	105	86	98	104	110	119	108	95	106	103
103	91	101	110	82	107	86	91	113	93	92	102	98	83	115	96	105	108	93	96
102	86	109	108	94	102	89	99	95	109	113	92	110	93	112	91	111	92	92	87
