87	102	98	97	99	95	83	88	90	100	105	128	104	122	90	110	99	117	99	126
103	99	99	81	93	111	91	118	96	98	107	86	103	101	111	116	97	97	97	99
88	98	112	94	98	100	111	101	96	128	117	89	126	97	100	123	79	106	100	105
105	107	102	101	87	114	110	106	100	110	96	116	91	96	91	100	136	88	110	110
106	100	98	108	117	86	93	92	110	94	79	109	98	92	90	117	91	84	112	106
97	96	114	122	105	107	89	102	78	113	87	121	115	93	103	109	99	104	93	108
89	107	103	102	100	83	109	100	102	95	95	103	98	101	94	91	96	87	105	117
94	102	100	103	94	108	98	95	100	101	111	83	79	102	109	88	118	88	119	110
104	110	93	95	110	95	93	109	104	98	103	100	89	93	94	122	88	106	105	114
93	103	114	93	102	97	99	91	96	106	116	96	103	109	124	93	106	94	105	110
