85	97	101	102	94	74	91	101	114	99	93	104	91	92	95	93	114	90	98	107
102	106	98	113	102	82	99	108	103	95	107	86	109	87	103	101	105	96	96	101
94	104	103	110	105	99	99	107	107	93	111	111	101	105	91	87	88	107	86	87
94	89	107	100	100	92	104	95	106	104	95	94	96	106	90	115	91	102	101	107
98	97	102	92	100	126	98	94	111	91	107	109	86	109	105	108	96	108	85	104
110	96	98	101	112	82	106	90	106	92	110	105	81	106	89	108	90	108	105	99
104	106	107	119	85	101	82	94	91	110	89	93	110	100	83	92	95	99	98	96
96	97	82	94	92	119	94	84	109	99	106	116	73	97	98	107	104	129	97	96
99	99	122	107	101	95	99	104	101	117	118	104	112	101	99	105	92	100	94	128
111	84	109	101	109	96	93	107	100	93	92	114	100	108	113	107	105	100	94	94
