99	85	110	92	88	102	100	92	98	111	104	108	99	79	95	108	115	86	107	96
95	104	80	88	115	109	126	96	101	85	89	84	86	99	97	114	103	113	85	100
111	105	109	99	94	101	109	111	105	95	100	107	88	93	109	85	92	100	107	92
88	97	99	93	118	104	93	106	104	106	106	118	92	115	99	86	112	95	90	102
85	117	126	117	95	124	96	116	87	96	102	102	112	91	104	92	90	106	106	101
109	86	96	97	92	106	83	115	102	99	102	100	86	100	100	115	113	96	99	94
102	113	86	95	101	105	99	91	101	108	113	104	82	116	82	85	97	98	93	100
96	105	89	91	86	97	106	114	109	94	103	113	112	100	94	125	78	98	91	100
89	100	94	105	101	116	110	105	123	81	92	105	104	107	97	93	79	80	119	92
111	93	112	90	82	102	114	89	80	90	110	86	98	98	108	95	88	97	110	92
