105	91	112	101	107	93	92	122	121	95	118	83	110	104	110	80	89	98	118	92
106	110	97	99	111	95	81	99	91	108	97	119	82	107	97	91	99	107	101	117
106	91	114	101	97	103	118	116	109	93	99	100	89	114	93	101	87	95	92	93
119	104	92	109	92	96	96	105	89	100	104	105	96	112	99	87	96	85	90	110
95	108	97	120	81	110	82	100	107	89	94	118	97	108	106	88	102	87	94	105
96	95	111	97	103	112	103	101	98	96	105	99	95	110	101	91	99	111	89	102
100	96	114	82	93	102	102	123	92	130	83	100	97	99	92	103	92	77	98	84
98	109	96	100	100	98	108	101	102	104	109	96	85	91	100	97	107	105	102	100
112	107	105	104	81	75	99	94	96	89	106	102	90	101	115	87	102	81	97	119
106	110	105	95	107	102	99	95	97	87	99	99	104	103	105	86	100	86	100	95
