108	88	90	97	112	107	108	126	100	107	110	92	87	111	91	102	114	93	101	110
104	92	98	114	99	95	89	91	96	95	98	98	82	113	111	96	98	126	98	95
96	112	101	94	98	107	108	99	84	114	108	90	97	112	91	104	112	108	100	100
95	80	98	89	94	117	115	108	100	111	95	103	110	98	105	116	105	79	89	95
92	121	99	110	90	90	98	94	89	83	105	102	95	98	93	104	88	109	97	91
111	92	100	96	87	96	109	104	109	97	98	100	107	122	116	91	102	115	110	84
106	105	91	90	119	111	114	108	96	110	96	93	108	109	101	85	103	102	96	100
92	108	83	91	101	100	94	87	100	99	120	109	106	108	104	106	79	98	96	89
104	106	115	101	122	105	105	109	99	88	105	103	81	87	105	100	97	102	96	92
107	111	117	100	101	95	101	104	107	100	112	113	89	93	121	93	106	103	101	103
