108	102	103	117	102	95	105	111	88	85	99	93	89	99	93	84	102	106	108	102
95	92	100	108	101	108	100	98	115	85	99	96	97	94	102	97	99	109	95	91
91	107	77	89	107	107	105	99	113	83	101	95	101	101	95	99	92	112	106	87
102	86	105	100	110	101	87	115	111	97	100	110	121	100	101	81	82	93	97	80
102	96	92	111	114	90	100	102	113	129	105	118	99	101	112	97	98	96	111	114
93	104	92	99	91	99	104	95	100	98	108	99	110	88	99	102	102	116	92	90
95	76	101	99	112	97	109	101	95	100	98	96	99	113	117	114	83	100	89	104
90	95	92	114	95	94	74	97	97	101	105	102	114	111	108	94	98	103	106	90
103	101	110	104	100	98	101	99	90	105	101	92	85	119	96	109	95	95	95	94
96	85	104	115	96	106	85	90	111	89	94	118	108	101	78	104	95	102	111	96
