0.483871	0.040000	0.061856	0.024793	0.022989	0.126437	0.000000	0.076923	0.052632	0.009091	0.021739	0.000000	0.018349	0.020202	0.370690	0.204082	0.000000	0.029703	0.000000	0.009174	0.237624	0.333333	0.012048	0.000000	0.047170	0.040000	0.121212	0.021277	0.283019	0.009524	0.317757	0.008547	0.020000	0.263736	0.019802	0.000000	0.000000	0.238636	0.000000	0.000000	0.160377	0.032967	0.050360	0.148515	0.047059	0.022222	0.175926	0.011905	0.000000	0.000000
0.480769	0.011628	0.043956	0.009009	0.009174	0.031250	0.000000	0.073394	0.019802	0.019417	0.029412	0.022472	0.000000	0.025641	0.363636	0.306122	0.000000	0.026786	0.076190	0.010417	0.298077	0.385542	0.000000	0.009901	0.050000	0.000000	0.090909	0.000000	0.343434	0.000000	0.259615	0.000000	0.022472	0.247312	0.000000	0.000000	0.000000	0.275862	0.000000	0.019417	0.073394	0.174603	0.049020	0.008621	0.009804	0.000000	0.101010	0.000000	0.009434	0.037383
0.279070	0.074074	0.027778	0.000000	0.009804	0.049505	0.010638	0.097087	0.010870	0.000000	0.009804	0.000000	0.000000	0.000000	0.292035	0.218750	0.000000	0.010101	0.017391	0.021978	0.222222	0.265306	0.092437	0.000000	0.036697	0.000000	0.086957	0.000000	0.254902	0.029126	0.236364	0.000000	0.000000	0.165049	0.021277	0.011905	0.009259	0.185567	0.000000	0.000000	0.095238	0.000000	0.019802	0.047170	0.009434	0.000000	0.138614	0.011236	0.000000	0.000000
0.257143	0.028846	0.018868	0.027273	0.009804	0.019608	0.000000	0.028037	0.022222	0.000000	0.009434	0.000000	0.019608	0.000000	0.271930	0.116505	0.000000	0.000000	0.029126	0.000000	0.142857	0.176056	0.000000	0.000000	0.010989	0.000000	0.081395	0.000000	0.169811	0.000000	0.094737	0.000000	0.000000	0.114943	0.000000	0.000000	0.000000	0.127451	0.021978	0.000000	0.063158	0.043956	0.035088	0.033333	0.028037	0.000000	0.091743	0.009804	0.024390	0.000000
0.529412	0.076923	0.066667	0.010417	0.000000	0.252632	0.000000	0.032609	0.036364	0.010417	0.000000	0.046512	0.000000	0.000000	0.315315	0.330000	0.000000	0.042373	0.046729	0.035294	0.321101	0.379310	0.022472	0.000000	0.080460	0.000000	0.176471	0.000000	0.467391	0.011236	0.375000	0.000000	0.028037	0.233645	0.000000	0.000000	0.000000	0.305085	0.018018	0.010000	0.222222	0.085714	0.060345	0.102804	0.019048	0.000000	0.133333	0.009259	0.000000	0.029412
0.457447	0.023529	0.029126	0.000000	0.019231	0.069767	0.018868	0.079545	0.018868	0.000000	0.046512	0.010309	0.000000	0.044248	0.309091	0.215686	0.000000	0.018692	0.009709	0.019802	0.148148	0.212766	0.039604	0.010417	0.103093	0.000000	0.028571	0.000000	0.314286	0.009346	0.201754	0.000000	0.018692	0.232877	0.010753	0.000000	0.008850	0.169492	0.018182	0.000000	0.105263	0.008264	0.017241	0.069307	0.041237	0.000000	0.085106	0.010417	0.000000	0.000000
0.208696	0.009174	0.011236	0.032967	0.010870	0.120879	0.000000	0.032609	0.019608	0.009091	0.000000	0.018868	0.000000	0.000000	0.242424	0.210526	0.000000	0.027778	0.027027	0.000000	0.244444	0.181818	0.000000	0.000000	0.011628	0.010753	0.077922	0.000000	0.193548	0.000000	0.090909	0.000000	0.010870	0.211111	0.000000	0.000000	0.000000	0.122642	0.017857	0.000000	0.037736	0.009174	0.019048	0.011494	0.000000	0.000000	0.054945	0.000000	0.037037	0.008475
0.435294	0.053571	0.089888	0.021978	0.000000	0.177570	0.009804	0.079545	0.009346	0.009901	0.018692	0.000000	0.008621	0.000000	0.405941	0.387387	0.030928	0.046729	0.038835	0.000000	0.422680	0.453608	0.010101	0.000000	0.087912	0.009434	0.105882	0.022222	0.375000	0.021978	0.395833	0.000000	0.043011	0.359551	0.000000	0.010417	0.000000	0.326316	0.040000	0.024390	0.153153	0.042553	0.034483	0.115385	0.010204	0.009804	0.214286	0.000000	0.020619	0.020202
0.415094	0.029703	0.043956	0.000000	0.000000	0.090909	0.000000	0.085366	0.028846	0.000000	0.020619	0.009615	0.000000	0.009009	0.242718	0.166667	0.023529	0.011111	0.000000	0.000000	0.200000	0.219048	0.021053	0.000000	0.086420	0.000000	0.079208	0.000000	0.276786	0.010417	0.255102	0.011111	0.000000	0.177778	0.009434	0.000000	0.020202	0.240385	0.022222	0.000000	0.053191	0.028302	0.000000	0.078652	0.000000	0.010000	0.110169	0.000000	0.019048	0.021277
0.273684	0.046512	0.000000	0.010638	0.000000	0.102804	0.010753	0.050847	0.010204	0.009174	0.027027	0.000000	0.000000	0.000000	0.212121	0.152174	0.000000	0.031496	0.009259	0.009901	0.148936	0.204082	0.010753	0.000000	0.028571	0.010638	0.076087	0.000000	0.225490	0.009174	0.173077	0.026549	0.009804	0.129630	0.019802	0.000000	0.000000	0.183333	0.019417	0.000000	0.064516	0.009804	0.021277	0.036145	0.029703	0.000000	0.142857	0.000000	0.000000	0.000000
