97	101	101	80	99	90	96	94	123	95	84	101	102	109	94	114	113	103	105	103
115	91	92	107	71	111	120	126	86	90	105	104	104	96	96	91	112	116	96	88
85	105	97	113	100	97	94	102	82	94	109	108	117	86	108	109	97	93	89	109
100	99	93	114	112	91	95	105	115	93	111	109	102	85	102	102	80	92	79	111
110	112	112	90	84	97	105	71	91	86	106	109	92	103	107	108	127	92	91	98
94	103	106	132	91	102	96	97	118	103	111	95	99	101	93	99	110	111	116	108
81	109	93	92	98	111	107	106	106	104	91	112	95	99	112	87	96	100	95	77
92	95	102	80	107	100	98	69	98	108	89	116	89	109	109	91	116	109	86	77
110	92	107	107	87	104	88	101	105	104	91	103	104	91	106	101	103	91	105	119
80	89	87	116	108	89	106	103	100	101	103	100	107	94	109	102	98	87	109	102
