109	87	94	95	99	107	95	90	86	119	89	105	86	99	91	88	86	97	88	108
108	105	92	105	103	89	116	98	89	96	100	104	111	89	92	86	123	100	105	98
102	115	103	111	114	95	110	76	97	93	110	104	111	104	118	114	93	108	96	103
119	98	96	94	89	91	85	110	86	101	117	116	102	97	111	102	112	106	86	87
99	122	110	104	115	99	89	103	110	109	94	96	119	111	109	97	106	101	96	80
101	95	108	104	109	89	97	98	95	108	84	110	91	93	113	108	74	95	94	84
101	105	105	95	108	101	94	97	108	115	114	104	113	95	103	109	105	116	106	112
98	93	105	98	122	87	82	111	97	118	115	104	100	99	99	99	114	99	94	95
97	93	91	107	98	81	111	108	79	98	83	107	100	93	84	114	100	105	103	101
99	97	109	92	101	104	102	112	83	105	102	85	103	98	101	112	111	106	110	106
